projectId,projectKey,deviceId,item,status
709,PKX2W9WE0C1PA19GKE,6918360981,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6919041439,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6919041439,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6919041439,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6919041439,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6928715805,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6928715805,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6928715805,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6928715805,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6917726300,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6917726300,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6917726300,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6917726300,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6930773062,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6930773062,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6930773062,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6930773062,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6933782238,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6933782238,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6933782238,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6933782238,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6930343767,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6930343767,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6930343767,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6930343767,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6921048653,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6921048653,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6921048653,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6921048653,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6928521860,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6928521860,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6928521860,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6928521860,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6923885853,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6923885853,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6923885853,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6923885853,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6916736256,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6916736256,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6916736256,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6916736256,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6920327905,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6920327905,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6920327905,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6920327905,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6929417058,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6929417058,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6929417058,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6929417058,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6931042825,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6931042825,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6931042825,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6931042825,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6916631230,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6916631230,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6916631230,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6916631230,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6920214531,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6920214531,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6920214531,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6920214531,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922152994,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922152994,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922152994,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922152994,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6918692310,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6918692310,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6918692310,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6918692310,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6935973755,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6935973755,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6935973755,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6935973755,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6932846990,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6932846990,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6932846990,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6932846990,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6930986579,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6930986579,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6930986579,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6930986579,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6936035172,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6936035172,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6936035172,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6936035172,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6932259420,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6932259420,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6932259420,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6932259420,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922461343,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922461343,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922461343,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922461343,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6925839479,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6925839479,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6925839479,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6925839479,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6935088143,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6935088143,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6935088143,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6935088143,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6935246012,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6935246012,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6935246012,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6935246012,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922837174,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922837174,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922837174,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922837174,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6918143884,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6918143884,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6918143884,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6918143884,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6934637782,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6934637782,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6934637782,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6934637782,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6931328340,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6931328340,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6931328340,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6931328340,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6927335790,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6927335790,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6927335790,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6927335790,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6916294024,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6916294024,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6916294024,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6916294024,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6934372863,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6934372863,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6934372863,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6934372863,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6920416091,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6920416091,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6920416091,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6920416091,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6921772599,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6921772599,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6921772599,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6921772599,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922934276,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922934276,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922934276,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922934276,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6933478477,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6933478477,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6933478477,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6933478477,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6929255768,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6929255768,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6929255768,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6929255768,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6934446389,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6934446389,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6934446389,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6934446389,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922091072,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922091072,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922091072,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6922091072,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6929111203,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6929111203,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6929111203,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6929111203,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6915873421,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6915873421,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6915873421,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6915873421,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6217593017,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6217593017,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6217593017,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6217593017,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6734009828,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6734009828,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6734009828,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6734009828,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6234382586,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6234382586,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6234382586,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6234382586,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6241268571,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6241268571,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6241268571,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6241268571,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6211482058,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6211482058,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6211482058,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6211482058,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6220040748,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6220040748,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6220040748,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6220040748,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6229853346,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6229853346,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6229853346,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6229853346,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6173417043,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6173417043,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6173417043,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6173417043,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6172819559,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6172819559,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6172819559,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6172819559,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6221617715,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6221617715,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6221617715,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6221617715,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6201856818,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6201856818,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6201856818,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6201856818,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6210315358,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6210315358,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6210315358,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6210315358,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6175293430,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6175293430,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6175293430,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6175293430,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6237927372,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6237927372,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6237927372,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6237927372,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6228405280,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6228405280,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6228405280,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6228405280,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6220532668,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6220532668,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6220532668,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6220532668,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6245846003,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6245846003,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6245846003,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6245846003,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6278885733,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6278885733,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6278885733,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6278885733,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6180170091,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6180170091,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6180170091,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6180170091,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6230508072,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6230508072,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6230508072,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6230508072,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6230680423,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6230680423,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6230680423,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6230680423,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6219436037,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6219436037,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6219436037,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6219436037,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6235163418,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6235163418,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6235163418,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6235163418,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6173195849,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6173195849,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6173195849,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6173195849,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6212945325,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6212945325,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6212945325,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6212945325,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6178223087,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6178223087,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6178223087,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6178223087,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6217949795,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6217949795,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6217949795,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6217949795,temperature,notDownloaded
709,PKX2W9WE0C1PA19GKE,6918083536,voc,notDownloaded
709,PKX2W9WE0C1PA19GKE,6918083536,pm2_5,notDownloaded
709,PKX2W9WE0C1PA19GKE,6918083536,humidity,notDownloaded
709,PKX2W9WE0C1PA19GKE,6918083536,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6225437402,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6225437402,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6225437402,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6225437402,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6178045816,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6178045816,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6178045816,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6178045816,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6177966845,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6177966845,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6177966845,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6177966845,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6221183541,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6221183541,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6221183541,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6221183541,temperature,notDownloaded
528,PKXXFX71H1W72TMWYW,6203673165,voc,notDownloaded
528,PKXXFX71H1W72TMWYW,6203673165,pm2_5,notDownloaded
528,PKXXFX71H1W72TMWYW,6203673165,humidity,notDownloaded
528,PKXXFX71H1W72TMWYW,6203673165,temperature,notDownloaded
